session_id,rep_id,frame_id,timestamp,user_id,form_score,is_good_rep,fault_present,fault_type,fault_severity,movement_phase,depth_classification,safety_classification,knee_left,knee_right,hip_angle,back_angle,ankle_left,ankle_right,knee_symmetry,depth_percentage,movement_velocity,acceleration,center_of_mass_x,center_of_mass_y,postural_sway,stability_score,bilateral_asymmetry,movement_smoothness,temporal_consistency,head_alignment,foot_stability,weight_distribution,rep_number,session_progress,user_fatigue_level,skill_level,frame_quality,landmark_confidence,previous_rep_score,velocity_trend,acceleration_trend,angle_trend,stability_trend
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_1,1756592249.8528078,main_user,0,0,1,NONE,HIGH,standing,SHALLOW,POOR,170.29007581044,158.74741089432965,169.5572064829431,96.09226986261497,0.0,0.0,11.54266491611034,17.201396275127966,0.0,0.0,0.39094820618629456,0.4739924520254135,0.0,0,13.168229942570374,99.57640529380204,96.5937712788582,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.965937712788582,0.9148442819714546,0,STABLE,CONSTANT,EXTENDING,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_2,1756592249.93611,main_user,0,0,1,NONE,HIGH,standing,SHALLOW,POOR,172.6161372718398,159.55008346842553,172.81921009190938,98.13981463386365,0.0,0.0,13.066053803414263,15.463210699852603,0.10068190161393048,3.0204570484179145,0.38765035569667816,0.4733700826764107,0.0,0,13.168229942570374,99.57640529380204,96.68582767248155,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.9668582767248155,0.9171456918120384,0,STABLE,CONSTANT,EXTENDING,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_3,1756592249.9669154,main_user,0,0,1,NONE,HIGH,standing,SHALLOW,POOR,171.93735478243008,157.4147287261993,173.18438670795143,98.35310331171232,0.0,0.0,14.522626056230791,17.026620272983703,0.0669118176181997,-1.0131025198719235,0.3854217007756233,0.47328202426433563,0.0,0,13.168229942570374,99.57640529380204,96.76857948303224,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.9676857948303224,0.9192144870758057,0,STABLE,CONSTANT,EXTENDING,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_4,1756592250.0069957,main_user,0,0,1,NONE,HIGH,standing,SHALLOW,POOR,168.81511094767987,153.50567593568968,172.99532514452687,97.00771071181539,0.0,0.0,15.309435011990189,20.93289617590579,0.10034969784399574,1.003136406773881,0.38212376087903976,0.4738410860300064,0.0,0,13.168229942570374,99.57640529380204,96.68358594179153,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.9668358594179154,0.9170896485447884,0,STABLE,CONSTANT,EXTENDING,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_5,1756592250.0309844,main_user,0,0,1,NONE,HIGH,standing,SHALLOW,POOR,165.66873806810588,152.63010183860396,172.12930719147823,94.87444973497577,0.0,0.0,13.038636229501918,23.167311162938958,0.0988396143583955,-0.04530250456800708,0.3788950517773628,0.4731852039694786,0.0,0,13.168229942570374,99.57640529380204,96.781744658947,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.96781744658947,0.9195436164736748,0,STABLE,CONSTANT,EXTENDING,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_6,1756592250.0624058,main_user,0,0,1,NONE,HIGH,standing,SHALLOW,POOR,163.18208727681338,150.87981879078876,171.94703851133326,93.75633119093213,0.0,0.0,12.302268486024616,25.52116329577659,0.03401276811993026,-1.9448053871539572,0.37776264548301697,0.47312983870506287,0.0,0,13.168229942570374,99.57640529380204,96.8660444021225,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.968660444021225,0.9216511100530624,0,STABLE,CONSTANT,EXTENDING,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_7,1756592250.1284342,main_user,0,0,1,NONE,HIGH,standing,SHALLOW,POOR,161.02221385175395,151.35319879252737,171.75419365413836,91.6830961758647,0.0,0.0,9.669015059226581,26.45810408651038,0.03191215907552387,-0.06301827133219175,0.3779530003666878,0.47417640686035156,0.0,0,13.168229942570374,99.57640529380204,96.97942793369295,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.9697942793369294,0.9244856983423233,0,STABLE,CONSTANT,EXTENDING,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_8,1756592250.1601632,main_user,0,0,1,NONE,HIGH,standing,SHALLOW,POOR,160.87666723918355,147.9361999672371,169.13627344884003,90.57562441002578,0.0,0.0,12.94046727194646,28.437295996432997,0.09272222759204146,1.8243020554955278,0.37748490273952484,0.4772314950823784,0.0,0,13.168229942570374,99.57640529380204,97.1103197336197,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.971103197336197,0.9277579933404922,0,STABLE,CONSTANT,EXTENDING,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_9,1756592250.2076542,main_user,0,0,1,NONE,HIGH,standing,PARTIAL,POOR,158.1102331641177,143.32335941489265,164.71096342520985,92.00622191358903,0.0,0.0,14.786873749225037,32.53689301166092,0.20682915716436373,3.423207887169668,0.37826259434223175,0.48408179730176926,0.0,0,13.168229942570374,99.57640529380204,97.25598722696304,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.9725598722696305,0.9313996806740761,0,STABLE,CONSTANT,EXTENDING,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_10,1756592250.2550993,main_user,0,0,1,NONE,HIGH,standing,PARTIAL,POOR,152.41917955999983,134.422271897955,156.84714614126946,94.17212707199046,0.0,0.0,17.996907662044833,40.643638078913995,0.12329067704219236,-2.5061544036651413,0.378633014857769,0.48817475885152817,0.0,0,13.168229942570374,99.57640529380204,97.37350642681122,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.9737350642681122,0.9343376606702805,0,STABLE,CONSTANT,MID_RANGE,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_11,1756592250.2871723,main_user,0,0,1,NONE,HIGH,standing,PARTIAL,POOR,141.17165076229028,119.6296798494102,144.3783844967872,97.47819454005658,0.0,0.0,21.54197091288009,55.11037188238864,0.1358288409775493,0.3761449180607081,0.38078635185956955,0.49215754121541977,0.0,0,13.168229942570374,99.57640529380204,97.47078120708466,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.9747078120708466,0.9367695301771164,0,STABLE,CONSTANT,MID_RANGE,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_12,1756592250.3187585,main_user,0,0,1,NONE,HIGH,descent,PARTIAL,POOR,129.99039093839323,112.32570814552992,135.25256415012956,99.86843018147913,0.0,0.0,17.664682792863317,65.37994495337603,0.17199257682702715,1.0849120754843355,0.38203345239162445,0.497753344476223,0.0,0,13.168229942570374,99.57640529380204,97.59198307991028,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.9759198307991028,0.939799576997757,0,STABLE,CONSTANT,MID_RANGE,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_13,1756592250.3344328,main_user,0,0,1,NONE,HIGH,descent,GOOD,POOR,115.15809336128765,98.59127152122495,120.70454672071028,104.07829653507878,0.0,0.0,16.5668218400627,81.25035284304855,0.2103764773313614,1.1515170151300271,0.3846539407968521,0.5042578727006912,0.0,0,13.168229942570374,99.57640529380204,97.74537444114686,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.9774537444114686,0.9436343610286713,0,STABLE,CONSTANT,MID_RANGE,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_14,1756592250.3823023,main_user,0,0,1,NONE,HIGH,bottom,GOOD,POOR,101.58701207645075,86.71293406360682,106.21960702399932,108.43924471795427,0.0,0.0,14.874078012843924,95.38891881107914,0.2393684319383422,0.8697586382094245,0.38794751465320587,0.5115253329277039,0.0,0,13.168229942570374,99.57640529380204,97.84143149852753,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.9784143149852753,0.9460357874631882,0,STABLE,CONSTANT,FLEXING,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_15,1756592250.429722,main_user,0,0,1,NONE,HIGH,bottom,GOOD,POOR,99.06598970431855,81.05827716014015,97.5936690643823,112.41609420766731,0.0,0.0,18.007712544178403,99.93096285307848,0.17092826971819047,-2.0532048666045517,0.38998962193727493,0.5168444067239761,0.0,0,13.168229942570374,99.57640529380204,97.78163284063339,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.9778163284063339,0.9445408210158348,0,STABLE,CONSTANT,FLEXING,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_16,1756592250.4984438,main_user,0,0,1,NONE,HIGH,bottom,DEEP,POOR,97.23380044174806,77.8000453877709,91.51003375737537,115.32918353624585,0.0,0.0,19.433755053977166,100,0.1792307753221876,0.24907516811991354,0.39195529371500015,0.5224861353635788,0.0,0,13.168229942570374,99.57640529380204,97.72727429866792,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.9772727429866792,0.9431818574666977,0,STABLE,CONSTANT,FLEXING,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_17,1756592250.5479727,main_user,0,0,1,NONE,HIGH,bottom,DEEP,POOR,91.25779650848021,73.9804068006417,85.33914668042135,117.75406357716255,0.0,0.0,17.27738970783851,100,0.17234736788686406,-0.20650222305970606,0.3945503383874893,0.5276115387678146,0.0,0,13.168229942570374,99.57640529380204,97.58206665515901,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.97582066655159,0.9395516663789749,0,STABLE,CONSTANT,FLEXING,STABLE
session_20250830_231729_main_user,session_20250830_231729_main_user_rep_001,session_20250830_231729_main_user_rep_001_18,1756592250.6591055,main_user,0,0,1,NONE,HIGH,bottom,DEEP,POOR,82.95940421200596,70.29623210706664,79.67020652727393,119.44801250841768,0.0,0.0,12.66317210493932,100,0.19967750725436353,0.8199041810249844,0.3969297483563423,0.533827617764473,0.0,0,13.168229942570374,99.57640529380204,97.52007007598877,0,0,1.0,1,1.0,FATIGUED,INTERMEDIATE,0.9752007007598877,0.9380017518997192,0,STABLE,CONSTANT,FLEXING,STABLE
